id,.pred_anger,.pred_fear,.pred_joy,.pred_love,.pred_sadness,.pred_surprise
4517,0.374083782,0.252852575,0.12304167,0.008608359,0.23794655,0.003467063
73,0.365204956,0.314452387,0.159254828,0.00314577,0.15706428,0.000877778
4093,0.433643416,0.270655188,0.166039107,0.006733334,0.119148002,0.003780952
6400,0.402993802,0.245148682,0.207638142,0.00370183,0.136658076,0.003859468
16643,0.405284229,0.269965823,0.184852515,0.015687262,0.120776555,0.003433616
141,0.443204082,0.246976633,0.180039193,0.003303491,0.122380264,0.004096337
13415,0.255176695,0.186572873,0.239244448,0.027156463,0.289268683,0.002580838
21279,0.423419072,0.253895351,0.189018282,0.008257207,0.122317742,0.003092346
22381,0.406114679,0.282645323,0.19906754,0.004897394,0.106660778,0.000614286
14328,0.274661715,0.13798165,0.494304702,0.005106711,0.087664269,0.000280952
18600,0.380909062,0.17852314,0.275296195,0.011508706,0.151105425,0.002657472
9366,0.45938328,0.264727435,0.165653447,0.003494804,0.10538786,0.001353175
25282,0.423509224,0.244252203,0.172577784,0.009569498,0.149624624,0.000466667
1636,0.127704127,0.189857938,0.33102632,0.188184226,0.14249561,0.020731779
2850,0.3732228,0.275650722,0.177706978,0.009154924,0.160128068,0.004136508
1170,0.414366536,0.262270747,0.195686041,0.006228102,0.121223176,0.000225397
2610,0.400305701,0.305597574,0.152205696,0.004171669,0.136416185,0.001303175
5230,0.417396233,0.283504406,0.14452184,0.006936299,0.146674555,0.000966667
36098,0.319014465,0.265548107,0.133097445,0.016144757,0.263116285,0.003078941
1057,0.38579754,0.286912666,0.185637723,0.007406234,0.130928492,0.003317346
59,0.387580173,0.24894713,0.1933295,0.018870446,0.149127874,0.002144877
1754,0.390604336,0.297502193,0.162752948,0.006750831,0.141464295,0.000925397
114,0.430287364,0.280351651,0.188797568,0.000917302,0.099499496,0.000146619
1531,0.321667491,0.184081786,0.328096343,0.026601054,0.13113788,0.008415445
910,0.402524002,0.276336839,0.167852087,0.006970201,0.142991475,0.003325397
147,0.380850591,0.260577833,0.168136273,0.011883004,0.178116188,0.000436111
1279,0.376973301,0.223401351,0.14961147,0.025425038,0.220425944,0.004162897
805,0.404977183,0.265684071,0.159804558,0.006342571,0.161349271,0.001842346
140,0.398881433,0.276417158,0.18320735,0.006353712,0.130924041,0.004216306
8710,0.332115547,0.196648341,0.334020332,0.007165914,0.124537223,0.005512643
3011,0.403463899,0.320493145,0.144545526,0.008135153,0.122634102,0.000728175
2147,0.440582551,0.218157154,0.192743188,0.008887278,0.135454432,0.004175397
1250,0.388928873,0.251126337,0.184549285,0.013769255,0.16089819,0.00072806
5921,0.422810297,0.231193264,0.173032701,0.011028752,0.160534985,0.0014
11231,0.445163083,0.268979006,0.172358558,0.004360889,0.108924179,0.000214286
10681,0.444168445,0.236245842,0.190513312,0.008488694,0.11615009,0.004433616
245,0.415865972,0.264007606,0.182898236,0.008551452,0.124940226,0.003736508
23867,0.431054354,0.282022398,0.169453819,0.004737467,0.112517676,0.000214286
